Iter	fval		||grad||	alpha
0	43.69213078	47.76552832	0.00000000
1	-18.31212588	0.21157385	1.00000000
2	-18.63625302	0.07000561	1.33088024
3	-18.67609055	0.00117210	1.01674295
4	-18.67609559	0.00086893	1.74134219
5	-18.67610153	0.00015680	0.81954398
6	-18.67610158	0.00013435	1.85677507
7	-18.67610167	0.00008567	0.36228098
8	-18.67610171	0.00003932	1.45891102
9	-18.67610172	0.00003437	1.87417011
10	-18.67610172	0.00002376	0.30863195
11	-18.67610173	0.00000219	1.09212451
12	-18.67610173	0.00000181	1.82515228
