Iter	fval		||grad||	alpha		fcal		gcal		hcal
0	6.28560000e+03	5.61588154e+03	0.00000000e+00		1		1		0
1	6.99650301e+02	6.44395740e+02	9.76562500e-04		13		2		0
2	5.95538181e+02	1.53140437e+03	3.74304138e-03		18		3		0
3	4.30446841e+02	1.14301917e+03	1.79873019e-03		20		4		0
4	4.14993134e+02	1.01094904e+03	1.67491767e-02		24		5		0
5	4.09717145e+02	9.72897892e+02	1.46906567e-02		27		6		0
6	4.01371685e+02	9.70639432e+02	2.14534524e-03		29		7		0
7	3.83071487e+02	9.48685546e+02	4.02785855e-03		31		8		0
8	3.44531524e+02	9.15793667e+02	5.81443120e-03		33		9		0
9	3.34090041e+02	8.97523633e+02	4.05221302e-03		37		10		0
10	3.14604340e+02	8.60752753e+02	4.52626908e-03		39		11		0
11	2.79405048e+02	8.03001273e+02	1.45864879e-03		41		12		0
12	2.76508769e+02	7.77779420e+02	1.87887065e-02		45		13		0
13	2.70808294e+02	7.65235109e+02	5.30161053e-03		47		14		0
14	2.59915455e+02	7.37104440e+02	1.19357034e-03		49		15		0
15	2.38849363e+02	6.92016873e+02	6.05902285e-02		51		16		0
16	1.99717956e+02	5.94311967e+02	1.41480132e-01		53		17		0
17	1.35348022e+02	3.90915551e+02	3.56102660e-01		55		18		0
18	9.39525214e+01	9.78394296e+01	1.38499481e+00		57		19		0
19	8.54150043e+01	8.04880327e+01	1.36678674e+00		61		20		0
20	7.41482209e+01	6.31811213e+01	5.43214226e+00		63		21		0
21	5.78338818e+01	1.22900551e+02	6.61715344e-01		65		22		0
22	4.93046833e+01	1.37139265e+02	1.60672458e+00		67		23		0
23	3.71526074e+01	1.11027453e+02	2.33729698e-01		69		24		0
24	2.10160829e+01	7.41496271e+01	1.32165204e+00		71		25		0
25	1.74120512e+01	6.15155276e+01	2.29896582e+00		73		26		0
26	1.20672521e+01	3.80970836e+01	4.04552258e-01		75		27		0
27	9.58748150e+00	2.57664580e+01	1.13579188e+00		78		28		0
28	9.25543692e+00	2.26288639e+01	1.57142130e+00		82		29		0
29	8.78020872e+00	1.73196992e+01	1.24439186e+00		84		30		0
30	8.30556369e+00	9.08337208e+00	1.65309708e+00		86		31		0
31	8.19207371e+00	6.62744545e+00	2.59002553e+00		89		32		0
32	8.15223002e+00	5.44475113e+00	1.96966677e+00		91		33		0
33	8.10420379e+00	3.78038171e+00	1.03714195e+00		93		34		0
34	8.05010161e+00	4.43175963e+00	3.88211077e+00		95		35		0
35	7.95409176e+00	4.59975475e+00	1.49614886e+00		97		36		0
36	7.79934022e+00	6.47181513e+00	4.16313070e-01		99		37		0
37	7.69009678e+00	1.42912443e+01	1.00169977e+00		101		38		0
38	7.53442956e+00	9.10386796e+00	7.73554362e-01		103		39		0
39	7.26930285e+00	6.56502950e+00	8.94405565e-01		105		40		0
40	6.87112391e+00	8.96083850e+00	4.97897040e-01		107		41		0
41	6.82620286e+00	1.62538502e+01	1.29721910e+00		109		42		0
42	6.74539918e+00	1.48545748e+01	8.86749252e-02		111		43		0
43	6.60350200e+00	1.25900663e+01	2.04693842e-01		113		44		0
44	6.37010026e+00	8.48349133e+00	3.89040853e-01		115		45		0
45	6.07099199e+00	4.07162927e+00	9.75648566e-01		117		46		0
46	5.60144804e+00	8.68403004e+00	2.64178195e+00		119		47		0
47	5.46960616e+00	1.07191607e+01	3.09849091e-01		123		48		0
48	5.27966693e+00	9.31672626e+00	8.09186800e-01		125		49		0
49	4.98651770e+00	8.68073870e+00	8.16176193e-01		127		50		0
50	4.57279945e+00	9.21297173e+00	8.13132382e-01		129		51		0
51	4.31041658e+00	1.49249837e+01	1.01734363e+00		131		52		0
52	4.17022498e+00	1.48406927e+01	3.64504721e-01		134		53		0
53	3.95365954e+00	9.27394897e+00	2.73746309e-01		136		54		0
54	3.62632426e+00	6.56891714e+00	8.78831812e-01		138		55		0
55	3.10005486e+00	6.91640815e+00	1.04198961e+00		140		56		0
56	2.79305861e+00	9.74695481e+00	4.51757841e-01		143		57		0
57	2.72560165e+00	1.94957292e+01	7.73645353e-01		145		58		0
58	2.59847926e+00	1.67962108e+01	1.96307799e-01		147		59		0
59	2.36773412e+00	1.39624594e+01	1.72893119e-01		149		60		0
60	1.98633833e+00	6.68422691e+00	2.97921248e-01		151		61		0
61	1.74433170e+00	8.22570318e+00	3.74694653e-01		154		62		0
62	1.51823709e+00	1.29331363e+01	7.33557126e-01		156		63		0
63	1.24453918e+00	9.31194682e+00	1.69514598e+00		158		64		0
64	1.11635393e+00	1.59983324e+01	7.59708003e-01		160		65		0
65	9.20410069e-01	9.03224330e+00	4.54878161e-01		162		66		0
66	7.05695355e-01	1.08677884e+01	1.00134546e+00		164		67		0
67	6.11209026e-01	1.26762080e+01	8.18017897e-01		166		68		0
68	4.47921689e-01	9.17092424e+00	4.94314616e-01		168		69		0
69	2.97124503e-01	5.79284050e+00	5.06691347e-01		170		70		0
70	2.87311217e-01	7.32055188e+00	6.43510630e-01		174		71		0
71	2.69031994e-01	6.06471624e+00	2.10246110e-01		176		72		0
72	2.35294565e-01	4.44354015e+00	1.85152152e-01		178		73		0
73	1.80805930e-01	3.24883388e+00	3.06754499e-01		180		74		0
74	1.44785727e-01	7.93191506e+00	9.91545715e-01		182		75		0
75	1.18047260e-01	4.63551793e+00	1.25011745e+00		184		76		0
76	9.14899443e-02	5.29928844e+00	1.44051157e+00		186		77		0
77	6.18167453e-02	3.34700560e+00	1.07910320e+00		188		78		0
78	2.48336222e-02	1.82833904e+00	1.83168193e+00		190		79		0
79	1.63647287e-02	3.04130063e+00	6.80788660e-01		194		80		0
80	7.03196236e-03	1.53274184e+00	6.50468580e-01		196		81		0
81	2.43357209e-03	1.66079343e+00	8.41486796e-01		199		82		0
82	3.94539510e-04	7.54800020e-01	1.47644241e+00		202		83		0
83	2.10510387e-04	4.98415193e-01	1.72667175e+00		206		84		0
84	2.23500249e-05	2.31385923e-01	7.71814531e-01		208		85		0
85	1.77212706e-06	3.98465534e-02	7.20386849e-01		213		86		0
86	7.29383757e-07	3.35639356e-02	1.48528362e+00		218		87		0
87	1.44265798e-07	1.48608603e-02	1.43171514e+00		220		88		0
88	1.99405412e-10	3.75742332e-04	1.01349883e+00		224		89		0
89	4.43517435e-11	2.22589446e-04	1.30761972e+00		235		90		0
90	2.50774820e-11	1.61762790e-04	1.74942246e+00		238		91		0
91	1.34984378e-12	3.80315158e-05	7.67962217e-01		240		92		0
92	1.69400043e-14	5.51794208e-06	1.09378963e+00		246		93		0
93	1.79046807e-15	2.26338950e-06	1.11961360e+00		254		94		0
94	4.83697759e-17	2.46893771e-07	9.51939970e-01		259		95		0
