Iter	fval		||grad||	alpha
0	43.69213078	47.76552832	0.00000000
1	16.12610744	29.34744240	0.06250000
2	6.58137740	19.22402809	1.65584577
3	0.20701240	6.50811503	1.33592328
4	0.07949278	6.21517836	1.96683414
5	-0.15360887	5.16621459	0.17666316
6	-0.52037067	2.96823052	0.44219512
7	-0.63933642	2.94419674	1.84746178
8	-0.77843962	1.05130561	0.99229641
9	-0.92934518	2.02759636	5.20985254
10	-1.19985320	1.88616050	1.37537846
11	-1.68616835	1.56265432	0.31364148
12	-2.51767040	1.05494352	0.39977241
13	-3.78385836	1.15765203	0.67633255
14	-5.44440026	2.44208207	1.31245499
15	-8.05382835	2.95771256	1.63948533
16	-11.85328186	2.48035754	0.73586086
17	-13.58058187	1.65156079	0.51628782
18	-14.92772269	0.81331044	1.50759134
19	-15.34384213	0.96191212	2.89887608
20	-15.44358352	2.35723132	0.29863165
21	-15.62849263	2.14046203	0.40943948
22	-15.97476857	1.85121503	0.19972956
23	-16.60195650	1.41781701	0.23188960
24	-17.61193880	0.73665075	0.43525618
25	-18.33980811	0.84780710	1.41087488
26	-18.48904121	0.23425331	1.59957938
27	-18.51614165	0.33104596	2.81323763
28	-18.55307202	0.16125285	0.72259720
29	-18.58259340	0.38427735	1.90336322
30	-18.62680767	0.25840921	1.83975911
31	-18.64017502	0.91396828	0.55054513
32	-18.66127058	0.52963223	0.48342283
33	-18.66973779	0.37478644	1.69499979
34	-18.67308907	0.22943625	1.66964662
35	-18.67461862	0.13841639	1.62462542
36	-18.67476437	0.14046552	2.10272126
37	-18.67502723	0.11291398	0.20693775
38	-18.67542165	0.05416239	0.52169639
39	-18.67558843	0.03056423	1.30369075
40	-18.67566617	0.02142401	3.86423750
41	-18.67576338	0.01046303	2.14358142
42	-18.67577389	0.02689936	1.65730189
43	-18.67579295	0.02119201	0.23022858
44	-18.67582566	0.01394621	0.35450462
45	-18.67587270	0.01004421	0.70645988
46	-18.67590703	0.01842439	2.12444349
47	-18.67595614	0.00678941	1.50376488
48	-18.67598767	0.02515888	2.03400484
49	-18.67601591	0.00486027	2.44231442
50	-18.67605818	0.00571535	2.38084301
51	-18.67608516	0.01922669	0.56850243
52	-18.67609589	0.00622380	0.84453470
53	-18.67609870	0.00502174	2.09965735
54	-18.67609880	0.00663129	2.33651720
55	-18.67609899	0.00624372	0.06770386
56	-18.67609935	0.00549379	0.12947731
57	-18.67609997	0.00398520	0.28105081
58	-18.67610076	0.00096938	0.79779803
59	-18.67610093	0.00177732	1.92609018
60	-18.67610121	0.00075664	2.51823166
61	-18.67610143	0.00083424	1.35790856
62	-18.67610157	0.00093528	3.59191851
63	-18.67610162	0.00065844	1.22600582
64	-18.67610164	0.00021199	1.43259802
65	-18.67610165	0.00050692	3.39049996
66	-18.67610166	0.00020446	1.71586540
67	-18.67610167	0.00018694	1.33479552
68	-18.67610168	0.00018943	2.93519012
69	-18.67610169	0.00016717	0.73159209
70	-18.67610170	0.00021836	2.62595145
71	-18.67610170	0.00016957	0.29897259
72	-18.67610170	0.00008791	0.40466640
73	-18.67610171	0.00011614	1.55856025
74	-18.67610171	0.00011803	1.16191960
75	-18.67610171	0.00007679	0.76717070
76	-18.67610171	0.00005535	1.07563811
77	-18.67610172	0.00007689	1.36332566
78	-18.67610172	0.00020845	0.21169060
79	-18.67610172	0.00012743	0.57430273
80	-18.67610172	0.00003722	0.98318055
81	-18.67610172	0.00004782	5.53644282
82	-18.67610172	0.00004442	0.11102125
83	-18.67610172	0.00003805	0.13742071
84	-18.67610172	0.00002778	0.26532603
85	-18.67610172	0.00006040	0.62252624
86	-18.67610172	0.00001593	0.47333021
87	-18.67610172	0.00001705	5.30879870
88	-18.67610172	0.00001382	1.20815006
89	-18.67610172	0.00005649	0.15776630
